window_id,mae_naive,mae_xgb,cutoff_end_date
2007-04-16__2009-04-06,0.06825000000000014,0.11042812871932983,2009-04-06
2006-03-20__2008-03-10,0.09399999999999986,0.10993833971023548,2008-03-10
2001-01-29__2003-01-20,0.15250000000000002,0.10903664660453793,2003-01-20
2013-09-23__2015-09-14,0.06125000000000003,0.1083664145469666,2015-09-14
2023-02-27__2025-02-17,0.0692499999999997,0.10623214197158815,2025-02-17
2012-12-17__2014-12-08,0.4099999999999999,0.10501360225677492,2014-12-08
2019-01-07__2020-12-28,0.13,0.09868522644042976,2020-12-28
2017-05-29__2019-05-20,0.13550000000000006,0.09790271854400623,2019-05-20
2012-10-22__2014-10-13,0.23724999999999985,0.09586461925506595,2014-10-13
2007-05-14__2009-05-04,0.39349999999999996,0.09477045297622677,2009-05-04
2012-11-19__2014-11-10,0.22975,0.09409862613677988,2014-11-10
2005-05-16__2007-05-07,0.11050000000000004,0.09394033670425406,2007-05-07
2016-04-04__2018-03-26,0.12325000000000019,0.09221284961700449,2018-03-26
2024-01-01__2025-12-22,0.03875000000000017,0.09143421173095723,2025-12-22
2020-08-17__2022-08-08,0.25224999999999975,0.09057896518707254,2022-08-08
2020-09-14__2022-09-05,0.08499999999999996,0.08984537220001187,2022-09-05
2006-11-27__2008-11-17,0.3685000000000001,0.08866772556304925,2008-11-17
2006-04-17__2008-04-07,0.28000000000000014,0.08841733789443973,2008-04-07
2009-03-16__2011-03-07,0.13974999999999993,0.08783134746551513,2011-03-07
2013-02-11__2015-02-02,0.3207500000000001,0.08769752359390248,2015-02-02
2000-02-28__2002-02-18,0.13224999999999998,0.08762092757225026,2002-02-18
2004-08-09__2006-07-31,0.12799999999999978,0.08711051034927375,2006-07-31
2014-02-10__2016-02-01,0.06224999999999997,0.08697627162933336,2016-02-01
2002-04-22__2004-04-12,0.11575000000000008,0.0864724745750427,2004-04-12
2006-05-15__2008-05-05,0.3225000000000001,0.08545853900909406,2008-05-05
2011-04-11__2013-04-01,0.11324999999999985,0.08505913543701171,2013-04-01
2008-11-24__2010-11-15,0.07125000000000004,0.0842762942314148,2010-11-15
2017-06-26__2019-06-17,0.07050000000000012,0.08383343648910524,2019-06-17
2022-12-05__2024-11-25,0.030749999999999944,0.0827615580558777,2024-11-25
2016-11-14__2018-11-05,0.2437499999999998,0.08234190702438349,2018-11-05
2016-12-12__2018-12-03,0.15400000000000003,0.08116237878799437,2018-12-03
2014-12-15__2016-12-05,0.1227499999999998,0.0808952212333679,2016-12-05
2006-01-23__2008-01-14,0.07825000000000026,0.08046211671829229,2008-01-14
2009-05-11__2011-05-02,0.11425000000000018,0.08045195817947426,2011-05-02
2021-05-24__2023-05-15,0.037000000000000144,0.07925514841079684,2023-05-15
2011-03-14__2013-03-04,0.10100000000000009,0.07776578664779654,2013-03-04
2004-05-17__2006-05-08,0.0202500000000001,0.0769819412231445,2006-05-08
2000-01-03__2001-12-24,0.03499999999999992,0.07599491071701053,2001-12-24
1998-08-17__2000-08-07,0.04475000000000001,0.0758206727504731,2000-08-07
2002-03-25__2004-03-15,0.05850000000000011,0.07537450242042543,2004-03-15
2015-07-27__2017-07-17,0.09050000000000014,0.07471786260604862,2017-07-17
2006-12-25__2008-12-15,0.09200000000000003,0.07457418441772468,2008-12-15
2001-08-13__2003-08-04,0.1737499999999999,0.07456020689010617,2003-08-04
2003-03-24__2005-03-14,0.16525000000000012,0.07361333799362191,2005-03-14
2011-07-04__2013-06-24,0.07999999999999996,0.07290836811065682,2013-06-24
1999-07-19__2001-07-09,0.05375000000000002,0.07249452567100528,2001-07-09
2010-12-20__2012-12-10,0.05725000000000002,0.0718834466934204,2012-12-10
2021-03-01__2023-02-20,0.0409999999999997,0.0717819666862487,2023-02-20
2021-06-21__2023-06-12,0.0402499999999999,0.07169769811630244,2023-06-12
2013-07-29__2015-07-20,0.1309999999999999,0.07088587951660164,2015-07-20
2018-04-02__2020-03-23,0.2787500000000001,0.07008788514137271,2020-03-23
2022-10-10__2024-09-30,0.05974999999999997,0.0697270159721376,2024-09-30
2010-11-22__2012-11-12,0.09024999999999983,0.0694176492691041,2012-11-12
2012-01-16__2014-01-06,0.03325000000000011,0.06927905416488678,2014-01-06
2021-08-16__2023-08-07,0.017249999999999988,0.06897773885726921,2023-08-07
2007-10-01__2009-09-21,0.07174999999999987,0.06896604585647581,2009-09-21
2006-07-10__2008-06-30,0.09824999999999984,0.06869975948333729,2008-06-30
1999-03-29__2001-03-19,0.12850000000000006,0.06829036235809333,2001-03-19
1998-01-05__1999-12-27,0.023749999999999993,0.06800413870811467,1999-12-27
