window_id,train_start,train_end,test_start,test_end,model,mae,rmse,smape,bias
1996-11-11__1998-11-02,1996-11-11,1998-11-02,1998-11-09,1998-11-30,Naive (lag_1),0.008750000000000036,0.00998749217771915,0.8475291052282308,0.008750000000000036
1996-11-11__1998-11-02,1996-11-11,1998-11-02,1998-11-09,1998-11-30,Seasonal Naive (lag_52),0.17725000000000007,0.17727450465309452,15.813825608357746,0.17725000000000007
1996-11-11__1998-11-02,1996-11-11,1998-11-02,1998-11-09,1998-11-30,XGBoost,0.024084775447845486,0.02756504148736086,2.312303656230556,0.024084775447845486
1996-12-09__1998-11-30,1996-12-09,1998-11-30,1998-12-07,1998-12-28,Naive (lag_1),0.00899999999999998,0.01109053650640938,0.9027898527140292,0.00899999999999998
1996-12-09__1998-11-30,1996-12-09,1998-11-30,1998-12-07,1998-12-28,Seasonal Naive (lag_52),0.185,0.185070256929632,17.135196978898893,0.185
1996-12-09__1998-11-30,1996-12-09,1998-11-30,1998-12-07,1998-12-28,XGBoost,0.03145484972000123,0.032277458154817196,3.1386793259424084,0.03145484972000123
1997-01-06__1998-12-28,1997-01-06,1998-12-28,1999-01-04,1999-01-25,Naive (lag_1),0.004500000000000004,0.005049752469181044,0.45887273473584966,0.0005000000000000004
1997-01-06__1998-12-28,1997-01-06,1998-12-28,1999-01-04,1999-01-25,Seasonal Naive (lag_52),0.152,0.15261553000923594,14.38350909685015,0.152
1997-01-06__1998-12-28,1997-01-06,1998-12-28,1999-01-04,1999-01-25,XGBoost,0.06577864384651186,0.06592021109065781,6.492685944503338,0.06577864384651186
1997-02-03__1999-01-25,1997-02-03,1999-01-25,1999-02-01,1999-02-22,Naive (lag_1),0.007000000000000006,0.007582875444051557,0.7269414076546913,0.007000000000000006
1997-02-03__1999-01-25,1997-02-03,1999-01-25,1999-02-01,1999-02-22,Seasonal Naive (lag_52),0.13400000000000006,0.13413053343664902,13.022778355541673,0.13400000000000006
1997-02-03__1999-01-25,1997-02-03,1999-01-25,1999-02-01,1999-02-22,XGBoost,0.022397068619728122,0.024327844588589637,2.3051143193477746,0.022397068619728122
1997-03-03__1999-02-22,1997-03-03,1999-02-22,1999-03-01,1999-03-22,Naive (lag_1),0.026750000000000024,0.03367862823809784,2.670415664241858,-0.026750000000000024
1997-03-03__1999-02-22,1997-03-03,1999-02-22,1999-03-01,1999-03-22,Seasonal Naive (lag_52),0.06725000000000003,0.08113106679934635,6.601426369557917,0.06274999999999997
1997-03-03__1999-02-22,1997-03-03,1999-02-22,1999-03-01,1999-03-22,XGBoost,0.04235263252258298,0.05646077994505836,4.25150387162241,-0.04235263252258298
1997-03-31__1999-03-22,1997-03-31,1999-03-22,1999-03-29,1999-04-19,Naive (lag_1),0.03175,0.038894086954188785,2.8388953877315886,-0.02975
1997-03-31__1999-03-22,1997-03-31,1999-03-22,1999-03-29,1999-04-19,Seasonal Naive (lag_52),0.08374999999999999,0.08723674684443476,7.481574027567282,-0.08374999999999999
1997-03-31__1999-03-22,1997-03-31,1999-03-22,1999-03-29,1999-04-19,XGBoost,0.06684821438789368,0.06772893057992248,5.934739540263071,-0.06684821438789368
