window_id,train_start,train_end,test_start,test_end,model,mae,rmse,smape,bias
1999-03-29__2001-03-19,1999-03-29,2001-03-19,2001-03-26,2001-04-16,XGBoost (direct multi-horizon),0.08530808115005495,0.10348331091543282,5.485909662334789,-0.08420527935028077
1999-04-26__2001-04-16,1999-04-26,2001-04-16,2001-04-23,2001-05-14,Naive (recursive),0.10899999999999993,0.11369476681008667,6.530095289615109,-0.10899999999999993
1999-04-26__2001-04-16,1999-04-26,2001-04-16,2001-04-23,2001-05-14,XGBoost (direct multi-horizon),0.18466432714462283,0.19001294147060555,11.336544589607941,-0.18466432714462283
1999-05-24__2001-05-14,1999-05-24,2001-05-14,2001-05-21,2001-06-11,Naive (recursive),0.05149999999999999,0.06242195126716246,3.0116433856627025,0.05149999999999999
1999-05-24__2001-05-14,1999-05-24,2001-05-14,2001-05-21,2001-06-11,XGBoost (direct multi-horizon),0.13085779213905335,0.13317630933428096,8.013274203469043,-0.13085779213905335
1999-06-21__2001-06-11,1999-06-21,2001-06-11,2001-06-18,2001-07-09,Naive (recursive),0.17649999999999993,0.18255547102182387,11.077490209011524,0.17649999999999993
1999-06-21__2001-06-11,1999-06-21,2001-06-11,2001-06-18,2001-07-09,XGBoost (direct multi-horizon),0.10440993404388427,0.12108123282771578,6.708981193710392,0.10440993404388427
1999-07-19__2001-07-09,1999-07-19,2001-07-09,2001-07-16,2001-08-06,Naive (recursive),0.05375000000000002,0.05430699770747782,3.690215160956449,0.05375000000000002
1999-07-19__2001-07-09,1999-07-19,2001-07-09,2001-07-16,2001-08-06,XGBoost (direct multi-horizon),0.21940784549713138,0.22135520838167838,14.237782309281998,0.21940784549713138
1999-08-16__2001-08-06,1999-08-16,2001-08-06,2001-08-13,2001-09-03,Naive (recursive),0.11374999999999996,0.12162339413122786,7.666075545833362,-0.11374999999999996
1999-08-16__2001-08-06,1999-08-16,2001-08-06,2001-08-13,2001-09-03,XGBoost (direct multi-horizon),0.10893733358383179,0.11422945121074682,6.890674962152844,0.10893733358383179
1999-09-13__2001-09-03,1999-09-13,2001-09-03,2001-09-10,2001-10-01,Naive (recursive),0.09549999999999992,0.11559195473734314,6.330396728784041,0.09549999999999992
1999-09-13__2001-09-03,1999-09-13,2001-09-03,2001-09-10,2001-10-01,XGBoost (direct multi-horizon),0.062300089836120565,0.06863467987145139,4.172571285685128,0.062300089836120565
1999-10-11__2001-10-01,1999-10-11,2001-10-01,2001-10-08,2001-10-29,Naive (recursive),0.15900000000000009,0.16343194302216452,11.599248006830468,0.15900000000000009
1999-10-11__2001-10-01,1999-10-11,2001-10-01,2001-10-08,2001-10-29,XGBoost (direct multi-horizon),0.17784822368621828,0.1906673254138344,12.850940684354416,0.17784822368621828
1999-11-08__2001-10-29,1999-11-08,2001-10-29,2001-11-05,2001-11-26,Naive (recursive),0.08974999999999994,0.0946506735316764,7.315032390861867,0.08974999999999994
1999-11-08__2001-10-29,1999-11-08,2001-10-29,2001-11-05,2001-11-26,XGBoost (direct multi-horizon),0.31571619534492495,0.32141634842430433,23.466778124936162,0.31571619534492495
1999-12-06__2001-11-26,1999-12-06,2001-11-26,2001-12-03,2001-12-24,Naive (recursive),0.04624999999999996,0.04873140671066244,4.04892854235693,0.04624999999999996
1999-12-06__2001-11-26,1999-12-06,2001-11-26,2001-12-03,2001-12-24,XGBoost (direct multi-horizon),0.2335860998630524,0.23732188841612625,18.826044747638168,0.2335860998630524
2000-01-03__2001-12-24,2000-01-03,2001-12-24,2001-12-31,2002-01-21,Naive (recursive),0.03499999999999992,0.03525620512760831,3.0952815122870416,-0.03499999999999992
2000-01-03__2001-12-24,2000-01-03,2001-12-24,2001-12-31,2002-01-21,XGBoost (direct multi-horizon),0.12096959543228158,0.12188792057101079,9.999070605114012,0.12096959543228158
2000-01-31__2002-01-21,2000-01-31,2002-01-21,2002-01-28,2002-02-18,Naive (recursive),0.008750000000000091,0.009578622030334112,0.7600487745600092,-0.008750000000000091
